"병원","분류","명칭","코드","비용","최저비용","최고비용","치료재료대","약제비포함여부","특이사항"
"대전","행위료","Implant, coping screw change fee 치아매식, 코핑 스크류 교환","JM0037T","50000","","","","",""
"대전","행위료","Implant, coping screw change, Mat 인공치매식, 코핑 스크류 교환 [재료]","JK0006M","30000","","","","",""
"대전","행위료","Implant, hader bar, G 매식술, 헤더바","JP0080G","1150000","","","Y","",""
"대전","행위료","Implant, hader bar,Fixture 2ea, G 매식술, 헤더바,Fixture 2ea","JP0099G","1200000","","","Y","",""
"대전","행위료","Implant, hader bar,Fixture 3ea, G 매식술, 헤더바,Fixture 3ea","JP0100G","1500000","","","Y","",""
"대전","행위료","Implant, hader bar,Fixture 4ea, G 매식술, 헤더바,Fixture 4ea","JP0101G","1800000","","","Y","",""
"대전","행위료","Implant, magnetic change fee 치아매식, 자석체 교환","JM0035T","300000","","","","",""
"대전","행위료","Implant, milled bar, Gold,Fixture 3ea, G 매식술, 밀드바, Gold,Fixture 3ea","JP0102G","1500000","","","Y","",""
"대전","행위료","Implant, milled bar, Gold,Fixture 4ea, G 매식술, 밀드바, Gold,Fixture 4ea","JP0103G","1900000","","","Y","",""
"대전","행위료","Implant, milled bar, Gold,Fixture 5ea, G 매식술, 밀드바, Gold,Fixture 5ea","JP0104G","2300000","","","Y","",""
"대전","행위료","Implant, milled bar, Gold,Fixture 6eaG 매식술, 밀드바, Gold,Fixture 6ea","JP0105G","2700000","","","Y","",""
"대전","행위료","Implant, milled bar,Titanium,Fixture 3ea, G 매식술, 밀드바,Titanium,Fixture 3ea","JP0106G","1200000","","","Y","",""
"대전","행위료","Implant, milled bar,Titanium,Fixture 4ea, G 매식술, 밀드바,Titanium,Fixture 4ea","JP0107G","1400000","","","Y","",""
"대전","행위료","Implant, milled bar,Titanium,Fixture 5ea, G 매식술, 밀드바,Titanium,Fixture 5ea","JP0108G","1600000","","","Y","",""
"대전","행위료","Implant, milled bar,Titanium,Fixture 6eaG 매식술, 밀드바,Titanium,Fixture 6ea","JP0109G","1800000","","","Y","",""
"대전","행위료","Implant, simple, G 치아 매식술, 단순","JP0070G","1350000","","","Y","",""
"대전","행위료","Implant, temporary resin Cr., complex 치아매식, 임시 레진치, 복잡","JM0042T","200000","","","","",""
"대전","행위료","Implant, temporary resin Cr., simple 치아매식, 임시 레진치, 단순","JM0041T","50000","","","","",""
"대전","행위료","Implant,국산, G 매식술,국산, G","JP0088G","1000000","","","Y","",""
"대전","행위료","Inlay, Por. or resin, complex, G 인레이, 포세라인 or 레진, 복잡","JP0019G","280000","","","Y","",""
"대전","행위료","Inlay, Por. or resin, simple,G 인레이, 포세라인 or 레진, 단순","JP0018G","270000","","","Y","",""
"대전","행위료","Inlay, Prec. Gold complex, G 인레이, 귀금속, 복잡","JP0017G","350000","","","Y","",""
"대전","행위료","Inlay, Prec. Gold simple, G 인레이, 귀금속, 단순","JP0016G","300000","","","Y","",""
"대전","행위료","Konus Teles. crown, inner&outer,PFG, G 코누스 텔레스코픽 내,외관 귀금속","JP0060G","650000","","","Y","",""
"대전","행위료","Konus Teles. crown, inner&outer,PFM, G 코누스 텔레스코픽 내,외관 비귀금속","JP0059G","550000","","","Y","",""
"대전","행위료","Konus Teles. crown, inner&outer,PT.G., G 코누스 텔레스코픽 내,외관 백금합금","JP0056G","700000","","","Y","",""
"대전","행위료","Konus Teles. crown, inner&outer,Palladium, G 코누스 텔레스코픽 내,외관 PD합금","JP0058G","500000","","","Y","",""
"대전","행위료","Konus Teles. crown, inner&outer,Super G., G 코누스 텔레스코픽 내,외관 금합금","JP0057G","600000","","","Y","",""
"대전","행위료","Konus Telescopic Milling fee 코너스 텔레스코픽 크라운 밀링 기공비 [재료]","JK0014M","100000","","","","",""
"대전","행위료","Laser Solder 레이져 솔더","JM0056T","60000","","","","",""
"대전","행위료","Laser 충치예방치료 [1치당] 예방 목적시술 국비/감면 환자 공히 감면 부담","JM0048T","10000","","","","",""
"대전","행위료","Light curing G.I filling 광중합 G.I 충전","JM0003T","80000","","","","",""
"대전","행위료","Locator, G","JP0113G","400000","","","Y","",""
"대전","행위료","Locator, G 로케이터, G","JP0063G","500000","","","Y","",""
"대전","행위료","MANDIBULAR RECONSTRUCTION C 악안면골재건정복술 C","JM0075T","3000000","","","","",""
"대전","행위료","MANDIBULAR RECONSTRUCTION D 악안면골재건정복술 D","JM0076T","4000000","","","","",""
"대전","행위료","MANDIBULAR RECONSTRUCTION E 악안면골재건정복술 E","JM0077T","5000000","","","","",""
"대전","행위료","Magnetic,1ea, G","JP0112G","350000","","","Y","",""
"대전","행위료","Milling 비","JM0053T","100000","","","","",""
"대전","행위료","Attachment, Magnetic, G 자석장치","JP0052G","340000","","","Y","",""
"대전","행위료","Attachment, complex, G 부착장치, 복잡","JP0055G","440000","","","Y","",""
"대전","행위료","Attachment, medium, G 부착장치, 보통","JP0054G","350000","","","Y","",""
"대전","행위료","Attachment, simple, G 부착장치, 단순","JP0053G","300000","","","Y","",""
"대전","행위료","CAD-CAM Ceramic crown, G 캐드캠 세라믹 크라운","JP0116G","550000","","","Y","",""
"대전","행위료","CAD-CAM Ceramic crown,임플란트용(complex), G 캐드캠 세라믹 크라운,임플란트용(복잡)","JP0118G","800000","","","Y","",""
"대전","행위료","CAD-CAM Ceramic crown,임플란트용(simple), G 캐드캠 세라믹 크라운,임플란트용(단순)","JP0117G","700000","","","Y","",""
"대전","행위료","Composite resin filling (light curing) 광중합 복합 레진 충전","JM0001T","80000","","","","",""
"대전","행위료","Cornus Denture [내관 & 외관]","JM0052T","500000","","","","",""
"대전","행위료","Crown, Gold - Pt, G　주조금관, 백금합금","JP0120G","460000","","","Y","","골드함량 72%"
"대전","행위료","Crown, Laminate veneer, G 전부도재관, 순면버니어","JP0013G","400000","","","Y","",""
"대전","행위료","임플란트목적 레이저치료","JM0064T","100000","","","","",""
"대전","행위료","임플란트목적 상악동거상술 [편측]","JM0065T","300000","","","","",""
"대전","행위료","임플란트목적 상악동거상술,측방접근 [단순]","JM0054T","1000000","","","","",""
"대전","행위료","임플란트목적 상악동거상술,측방접근 [복잡]","JM0055T","1500000","","","","",""
"대전","행위료","임플란트목적 하치조측방전위술 [양측]","JM0067T","1500000","","","","",""
"대전","행위료","임플란트목적 하치조측방전위술 [편측]","JM0066T","1000000","","","","",""
"대전","행위료","인상채득 및 모형제작[1악당]","EX934","30000","","","","",""
"대전","행위료","골증대술","JM0082T","500000","","","","",""
"대전","행위료","보격장치 [가철식]","JM0086T","100000","","","","",""
"대전","행위료","보철 치료(CHECK UP)중 주: 보철 장착 당일에는 산정하지 않는다.","JM0083T","10000","","","","",""
"대전","행위료","Novel Guide [Finished Surgical Template 1-4 Implants] 노벨가이드 [서지컬 템플레이트,임플란트4개이하]","JK0017M","1000000","","","","",""
"대전","행위료","Occlusal splint 관리 교합안정장치 관리","JM0024T","30000","","","","",""
"대전","행위료","Oral exam, consult. 구강 검사 및 상담 치료기간중 1회산정","JM0027T","30000","","","","",""
"대전","행위료","Over denture O-ring & ERA 교환 치아지지 가철성 의치 오-링&이알에이 교환","JM0033T","50000","","","","",""
"대전","행위료","Over denture clip 교환 치아지지 가철성 의치 클립 교환","JM0032T","50000","","","","",""
"대전","행위료","Over denture magnetic 교환 치아지지 가철성 의치 자석체 교환","JM0034T","200000","","","","",""
"대전","행위료","Overdenture O-ring change, Mat 오버덴쳐 오-링 교환 [재료]","JK0011M","20000","","","","",""
"대전","행위료","Overdenture clip change, Mat 오버덴쳐 클립 교환 [재료]","JK0010M","10000","","","","",""
"대전","행위료","P.F.M repair, complex 포세린관 수리, 복잡","JM0005T","200000","","","","",""
"대전","행위료","P.F.M repair, simple 포세린관 수리, 단순","JM0004T","100000","","","","",""
"대전","행위료","P.R.P .피.알.피","JM0031T","100000","","","","",""
"대전","행위료","Peri implantitis treatment 임플란트 주위염 치료 주: 임플란트 1차 및 2차 수술 기간중 발생된 염증 치료는 별도 산정하지 않는다.","JM0057T","100000","","","","",""
"대전","행위료","Perio test [인공치아 개당] 치주 테스트 [인공치아 개당]","JM0061T","50000","","","","",""
"대전","행위료","Pin 핀","JM0007T","10000","","","","",""
"대전","행위료","Pit & fissure sealant 치면 열구 전색","JM0045T","30000","","","","",""
"대전","행위료","Post&Core, Para, G 포스트관, 파라 포스트","JP0022G","180000","","","Y","",""
"대전","행위료","Post&Core, glassfiber, G 포스트관, 그래스화이버","JP0023G","220000","","","Y","",""
"대전","행위료","Post&Core, gold complex, G 포스트관, 귀금속, 복잡","JP0021G","260000","","","Y","",""
"대전","행위료","Post&Core, gold simple, G 포스트관, 귀금속, 단순","JP0020G","230000","","","Y","",""
"대전","행위료","Pressure Injection Resin System [재료]","JK0015M","100000","","","","",""
"대전","행위료","R.D, Attachment Change, Mat 가철성 의치 어테치먼트 교환 [재료]","JK0001M","150000","","","","",""
"대전","행위료","R.D, Magnetic change, Mat 가철성 의치, 자석 교환 [재료]","JK0002M","150000","","","","",""
"대전","행위료","R.P.D., Attachment, complex, G 어태치먼트 국소 의치, 복잡","JP0037G","1600000","","","Y","",""
"대전","행위료","R.P.D., Attachment, simple, G 어태치먼트 국소 의치, 간단","JP0036G","1400000","","","Y","",""
"대전","행위료","R.P.D., Half, non-Prec. Elect., G 편측가철성국소의치, 고주파비귀금속","JP0028G","700000","","","Y","",""
"대전","행위료","R.P.D., Overdenture, complex, G 치아지지가철성의치, 복잡","JP0035G","1800000","","","Y","",""
"대전","행위료","R.P.D., Overdenture, simple, G 치아지지가철성의치, 간단","JP0034G","1600000","","","Y","",""
"대전","행위료","R.P.D., Telescopic, complex, G 테레스코픽 국소 의치, 복잡","JP0039G","1100000","","","Y","",""
"대전","행위료","R.P.D., Telescopic, simple, G 테레스코픽 국소 의치, 간단","JP0038G","880000","","","Y","",""
"대전","행위료","R.P.D., Temporary, G 임시 가철성 국소의치","JP0033G","430000","","","Y","",""
"대전","행위료","R.P.D., electronic non-Prec., G 가철성 국소의치, 고주파 비귀금속","JP0032G","1400000","","","Y","",""
"대전","행위료","R.P.D.,non-Prec., G 가철성 국소의치, 비귀금속","JP0031G","1200000","","","Y","",""
"대전","행위료","Rebase, indirect, complex, G 의치 이장술, 간접법, 복잡","JP0041G","300000","","","Y","",""
"대전","행위료","Rebase, indirect, simple, G 의치 이장술, 간접법, 단순","JP0040G","190000","","","Y","",""
"대전","행위료","Resin facing repair [1치당] Resin facing 수리 [1치당]","JM0026T","50000","","","","",""
"대전","행위료","Resin temporary crown 레진 가공 의치 [1치당]","JM0014T","30000","","","","",""
"대전","행위료","SURGICAL UNCOVERING [1치당] 치관노출술 [1치당]","JM0084T","100000","","","","",""
"대전","행위료","Scaling 치석제거","JM0047T","80000","","","","",""
"대전","행위료","Screw post 나선형 합정","JM0006T","70000","","","","",""
"대전","행위료","Study impression [1악당] 모형 분석용 인상 [1악당]","JM0022T","30000","","","","",""
"대전","행위료","Surgical stent, 단순 [임플란트3개이하] 서지컬 스텐트(수술용 스텐트), 단순 [임플란트3개이하]","JM0062T","50000","","","","",""
"대전","행위료","Surgical stent, 복잡 [임플란트4개이상] 서지컬 스텐트(수술용 스텐트), 복잡 [임플란트4개이상]","JM0063T","100000","","","","",""
"대전","행위료","T.B.I 잇솔질 교습 [회당] 예방목적시술 1인 1회(평생) 국비대상자 국비 산정(감면 환자는 최초 1회도 감면산정) 이후 국비/감면 환자 공히 감면부","JM0018T","30000","","","","",""
"대전","행위료","bone graft, complex 골 이식술, 복잡","JM0044T","1000000","","","","",""
"대전","행위료","bone graft, simple 골 이식술, 단순","JM0043T","200000","","","","",""
"대전","행위료","implant repair, complex 치아매식 수리, 복잡","JM0040T","100000","","","","",""
"대전","행위료","implant repair, simple 치아매식 수리, 단순","JM0039T","50000","","","","",""
"대전","행위료","plaque control, complex 치태조절 및 예방술식, 복잡","JM0017T","30000","","","","",""
"대전","행위료","plaque control,simple 치태조절 및 예방술식, 단순","JM0016T","10000","","","","",""
"대전","행위료","Implant overdenture, simple, G 임플란트 지지의치, 단순","JP0076G","1500000","","","Y","",""
"대전","행위료","Implant second surgery ,Simple 임플란트 2차 수술, 간단","JM0058T","100000","","","","",""
"대전","행위료","Implant second surgery, Complex [경조직] 임플란트 2차 수술, 복잡 [경조직]","JM0060T","500000","","","","",""
"대전","행위료","Implant second surgery, Complex [연조직] 임플란트 2차 수술, 복잡 [연조직]","JM0059T","300000","","","","",""
"대전","행위료","흡인음경팽창도측정(비급여)","SZ09800","30000","","","","",""
"대전","행위료","자궁경부촬영확대술","SZ04700","25000","","","","",""
"대전","행위료","자궁암 조기검진(질세포진검사)(비급여)","SZ04800","10000","","","","",""
"대전","행위료","종합검진 (여자) A급","AQH412","270000","","","","",""
"대전","행위료","종합검진(남자)A급","AQH411","250000","","","","",""
"대전","행위료","MMPI(직원채용신검)","SJ09000","12000","","","","",""
"대전","행위료","약물주입발기측정(비급여)","SZ03100","50000","","","","",""
"대전","행위료","소변임신반응검사","SZ04600","8000","","","","",""
"대전","행위료","시청각자극발기측정(비급여)","SZ02500","100000","","","","",""
"대전","행위료","구해면체 반사지연검사(비급여-BCRL Test)","SZ00800","100000","","","","",""
"대전","행위료","야간음경발기력측정(비급여)","SZ02900","100000","","","","",""
"대전","제증명수수료","채용신체검사 추가분(매당)","AQW00102","1000","","","","",""
"대전","치료재료대","척추보조기(나이트테일러형)","QA32023","172000","","","","",""
"대전","치료재료대","척추보조기(나이트형보조기)","QA32021","166000","","","","",""
"대전","치료재료대","척추보조기(나이트형보조기) 기성품","QA32028","106000","","","","",""
"대전","치료재료대","척추보조기(노턴브라운형)","QA32026","223000","","","","",""
"대전","치료재료대","척추보조기(보스톤형)","QA32027","395000","","","","",""
"대전","치료재료대","척추보조기(윌리암스형)","QA32025","182000","","","","",""
"대전","치료재료대","척추보조기(쥬웨트형)","QA32024","242000","","","","",""
"대전","치료재료대","척추보조기(테일러형보조기)","QA32022","160000","","","","",""
"대전","치료재료대","척추보조기(테일러형보조기)  기성품","QA32029","123000","","","","",""
"대전","치료재료대","철크럿치(알루미늄/경량)","QA61001","","","","","",""
"대전","치료재료대","철크럿치(알루미늄/중량)","QA61002","","","","","",""
"대전","치료재료대","치과용 MINOCLINE DENTAL OINT","BL705001","10000","","","","",""
"대전","치료재료대","콜셋(건보형)","QA32043","75000","","","","",""
"대전","치료재료대","콜셋(등,허리.엉치뼈형)","QA32041","144000","","","","",""
"대전","치료재료대","콜셋(허리.엉치뼈형)","QA32042","96000","","","","",""
"대전","제증명수수료","특수구급차사용료 > 심야 (00:00-04:00) 이용시 20% 추가할증 적용됨","AQC220","1300","","","","",""
"대전","제증명수수료","특수구급차사용료 > 심야 (00:00-04:00) 이용시 20% 추가할증 적용됨","AQC210","75000","","","","",""
"대전","치료재료대","팔꿈치관절의지(국-재래/국-PVC미용수)","QA14014","801000","","","","",""
"대전","치료재료대","팔꿈치관절의지(국-재래/국-실리콘미용수)","QA14015","1750000","","","","",""
"대전","치료재료대","팔꿈치관절의지(국-재래/독-기능수/미-작업수)","QA14016","1779000","","","","",""
"대전","치료재료대","팔꿈치관절의지(국-재래/중-작업수)","QA14017","1058000","","","","",""
"대전","치료재료대","팔꿈치관절의지(독-재래/국-PVC미용수)","QA14011","1202000","","","","",""
"대전","치료재료대","팔꿈치관절의지(독-재래/국-실리콘미용수)","QA14012","1867000","","","","",""
"대전","치료재료대","팔꿈치관절의지(독-재래/독-기능수/미-작업수)","QA14013","1897000","","","","",""
"대전","치료재료대","팩시밀리","QA69001","","","","","",""
"대전","치료재료대","표준위팔의지(국-재래/국-PVC미용수)","QA13026","760000","","","","",""
"대전","치료재료대","표준위팔의지(국-재래/국-실리콘미용수)","QA13027","1748000","","","","",""
"대전","치료재료대","표준위팔의지(국-재래/독-기능수/미-작업수)","QA13028","1790000","","","","",""
"대전","치료재료대","표준위팔의지(국-재래/중-작업수)","QA13029","975000","","","","",""
"대전","치료재료대","표준위팔의지(독-골격/국-PVC미용수)","QA13021","1491000","","","","",""
"대전","치료재료대","표준위팔의지(독-골격/국-실리콘미용수)","QA13022","2180000","","","","",""
"대전","치료재료대","표준위팔의지(독-재래/국-PVC미용수)","QA13023","1402000","","","","",""
"대전","치료재료대","표준위팔의지(독-재래/국-실리콘미용수)","QA13024","2284000","","","","",""
"대전","치료재료대","표준위팔의지(독-재래/독-기능수/미-작업수)","QA13025","2583000","","","","",""
"대전","약제비","프리베나 13주(폐렴구균)  0.5ml/vial ","MPVENAR-A","90000","","","","",""
"대전","치료재료대","한쪽편골반의지(골격/회전)","QA21011","7126000","","","","",""
"대전","치료재료대","한쪽편골반의지(재래/국산)","QA21012","2215000","","","","",""
"대전","치료재료대","홍채렌즈","QA69002","","","","","",""
"대전","치료재료대","흰지팡이","QA61005","","","","","",""
"대전","제증명수수료","일반 구급차사용료 (의료인동승)","AQC140","15000","","","","",""
"대전","제증명수수료","일반 구급차사용료 > 심야 (00:00-04:00) 이용시 20% 추가할증 적용됨","AQC120","1000","","","","",""
"대전","제증명수수료","일반 구급차사용료 심야 (00:00-04:00) 이용시 20% 추가할증 적용됨","AQC110","30000","","","","",""
"대전","제증명수수료","일반소견서(보험회사 제출용)","AQA01501","10000","","","","",""
"대전","제증명수수료","자동차 운전면허 신체검사 (1종보통,2종면허)","AW400501","4000","","","","",""
"대전","제증명수수료","자동차 운전면허 신체검사(1종대형,특수면허)","AW400500","5000","","","","",""
"대전","치료재료대","저시력보조안경","QA62003","","","","","",""
"대전","제증명수수료","정신감정서","AQA02101","100000","","","","",""
"대전","치료재료대","정형외과용구두(기성단화/표준)","QA41018","63000","","","","",""
"대전","치료재료대","정형외과용구두(기성장화/표준)","QA41020","74000","","","","",""
"대전","치료재료대","정형외과용구두(기성정형화/표준)","QA41019","71000","","","","",""
"대전","치료재료대","정형외과용구두(수제단화/기능1)","QA42022","175000","","","","",""
"대전","치료재료대","정형외과용구두(수제단화/기능2)","QA42023","243000","","","","",""
"대전","치료재료대","정형외과용구두(수제단화/기능3)","QA42024","276000","","","","",""
"대전","치료재료대","정형외과용구두(수제단화/표준)","QA43030","148000","","","","",""
"대전","치료재료대","정형외과용구두(수제장화/기능1)","QA44042","285000","","","","",""
"대전","치료재료대","정형외과용구두(수제장화/기능2)","QA44043","312000","","","","",""
"대전","치료재료대","정형외과용구두(수제장화/기능3)","QA44044","366000","","","","",""
"대전","치료재료대","정형외과용구두(수제장화/표준)","QA44041","238000","","","","",""
"대전","치료재료대","정형외과용구두(수제정형화/기능1)","QA43032","221000","","","","",""
"대전","치료재료대","정형외과용구두(수제정형화/기능2)","QA43033","289000","","","","",""
"대전","치료재료대","정형외과용구두(수제정형화/기능3)","QA43034","303000","","","","",""
"대전","치료재료대","정형외과용구두(수제정형화/표준)","QA43031","215000","","","","",""
"대전","치료재료대","정형외과용구두(정형제화/보험)","QA45051","209000","","","","",""
"대전","치료재료대","종아리굴곡체중부하의지(건보용/실리콘형)","QA25018","1767000","","","","",""
"대전","치료재료대","종아리굴곡체중부하의지(건보용/일반형)","QA25017","1456000","","","","",""
"대전","치료재료대","종아리의지(골격/건보용/실리콘)","QA25072","1672000","","","","",""
"대전","치료재료대","종아리의지(골격/건보용/일반)","QA25071","1195000","","","","",""
"대전","치료재료대","종아리의지(골격/기능1)","QA25032","2697000","","","","",""
"대전","치료재료대","종아리의지(골격/기능1/고급형실리콘)","QA25052","3097000","","","","",""
"대전","치료재료대","종아리의지(골격/기능1/표준형실리콘)","QA25042","3041000","","","","",""
"대전","치료재료대","종아리의지(골격/기능2)","QA25033","3000000","","","","",""
"대전","치료재료대","종아리의지(골격/기능2/고급형실리콘)","QA25053","3396000","","","","",""
"대전","치료재료대","종아리의지(골격/기능2/표준형실리콘)","QA25043","3343000","","","","",""
"대전","치료재료대","종아리의지(골격/기능3)","QA25034","3916000","","","","",""
"대전","치료재료대","종아리의지(골격/기능3/고급형실리콘)","QA25054","4323000","","","","",""
"대전","치료재료대","종아리의지(골격/기능3/표준형실리콘)","QA25044","4260000","","","","",""
"대전","치료재료대","종아리의지(골격/기능3/하모니형)","QA25061","8553000","","","","",""
"대전","치료재료대","종아리의지(골격/기능4)","QA25035","4521000","","","","",""
"대전","치료재료대","종아리의지(골격/기능4/고급형실리콘)","QA25055","4928000","","","","",""
"대전","치료재료대","종아리의지(골격/기능4/표준형실리콘)","QA25045","4864000","","","","",""
"대전","치료재료대","종아리의지(골격/기능4/하모니형)","QA25062","9157000","","","","",""
"대전","치료재료대","종아리의지(골격/표준)","QA25031","2541000","","","","",""
"대전","치료재료대","종아리의지(골격/표준)","QA25077","2249000","","","","",""
"대전","치료재료대","종아리의지(골격/표준) 아동용","QA25076","2235000","","","","",""
"대전","치료재료대","종아리의지(골격/표준/고급형실리콘)","QA25051","2941000","","","","",""
"대전","치료재료대","종아리의지(골격/표준/보급형실리콘)","QA25041","2885000","","","","",""
"대전","치료재료대","종아리의지(재래/수영용)","QA25075","1686000","","","","",""
"대전","치료재료대","종아리의지(재래/장식)","QA25074","1495000","","","","",""
"대전","치료재료대","종아리의지(재래/표준)","QA25073","1291000","","","","",""
"대전","치료재료대","지팡이(듀랄루민제)","QA61004","","","","","",""
"대전","제증명수수료","진료기록영상(CD)-뇌파영상","AQF00301","5000","","","","",""
"대전","치료재료대","짧은다리보조기(PTB형/국산)","QA33071","359000","","","","",""
"대전","치료재료대","짧은다리보조기(PTB형/외산)","QA33072","594000","","","","",""
"대전","치료재료대","짧은다리플라스틱보조기(기능형)","QA33073","212000","","","","",""
